Entity,Label
Jobab,PERSON
Zerah,PERSON
Bozrah,GPE
36 34,DATE
Jobab,ORG
Husham,ORG
Temani,PERSON
36 35,DATE
Husham,ORG
Hadad,PERSON
Bedad,PERSON
Midian,NORP
Moab,GPE
Avith,PERSON
36 36,DATE
Hadad,PERSON
Samlah of Masrekah,ORG
36 37,DATE
Samlah,ORG
Saul of Rehoboth,PERSON
36 38,DATE
Saul,PERSON
Baalhanan,GPE
Achbor,PERSON
36 39,DATE
Baalhanan the son of Achbor,PERSON
Hadar,ORG
Pau  ,PERSON
Mehetabel,PERSON
Matred,NORP
Mezahab,ORG
36 40,DATE
Timnah,GPE
Alvah,PERSON
Jetheth  ,PERSON
36 41,CARDINAL
Aholibamah  duke,PERSON
Elah,PERSON
Pinon,PERSON
36,CARDINAL
Kenaz,PERSON
Teman,PERSON
Mibzar  ,PERSON
36,CARDINAL
43,CARDINAL
Duke  Magdiel,ORG
Iram  ,PERSON
Edom,GPE
37 1,DATE
Jacob dwelt,PERSON
Canaan,GPE
37 2,CARDINAL
Jacob  Joseph,PERSON
seventeen years  old,DATE
Bilhah,PERSON
Zilpah,PERSON
Joseph,PERSON
37 3,DATE
Israel,GPE
Joseph,PERSON
37 4,DATE
37 5,DATE
Joseph,PERSON
37 6,DATE
37 7,DATE
37 8,DATE
37 9,DATE
eleven,CARDINAL
37 10,DATE
37 11,DATE
37 12,DATE
Shechem,GPE
37 13,DATE
Israel,GPE
Joseph  Do,PERSON
Shechem,GPE
37 14,DATE
Hebron,GPE
Shechem,GPE
37 15,DATE
37,CARDINAL
37 17,DATE
Dothan,GPE
Joseph,PERSON
Dothan,GPE
37 18,DATE
37 19,DATE
one,CARDINAL
37 20,TIME
37 21,DATE
Reuben,PERSON
37 22,DATE
Reuben,PERSON
37 23,DATE
Joseph,PERSON
stript Joseph,PERSON
37 24,DATE
37 25,DATE
Ishmeelites,ORG
Gilead,ORG
Egypt,GPE
37 26,DATE
Judah,PERSON
37 27,DATE
Ishmeelites,ORG
37 28,DATE
Midianites,NORP
Joseph,PERSON
Joseph,PERSON
Ishmeelites,ORG
twenty,CARDINAL
Joseph,PERSON
Egypt,GPE
37 29,DATE
Reuben,PERSON
Joseph,PERSON
37 30,DATE
37 31,DATE
Joseph s,PERSON
37 32,DATE
37 33,DATE
Joseph,PERSON
37 34,DATE
Jacob,PERSON
37 35,DATE
37 36,DATE
Midianites,ORG
Egypt,GPE
Pharaoh,PERSON
38 1,DATE
Judah,PERSON
Adullamite,ORG
Hirah,PERSON
38 2,DATE
Judah,PERSON
Canaanite,NORP
Shuah,ORG
38 3,DATE
38 4,DATE
Onan,ORG
38 5,DATE
Shelah,ORG
Chezib,PERSON
38 6,DATE
Judah,PERSON
Tamar,PERSON
38 7,DATE
LORD,GPE
38 8,DATE
Judah,PERSON
Onan  Go,ORG
38 9,DATE
Onan,GPE
38 10,DATE
38 11,DATE
Judah,GPE
Tamar,GPE
s house,PERSON
Shelah,ORG
Lest,PERSON
Tamar,PERSON
38 12,DATE
Shuah Judah s,PERSON
Judah,GPE
Hirah the Adullamite,PERSON
38 13,DATE
Tamar,PERSON
38 14,DATE
Shelah,ORG
38 15,DATE
Judah,PERSON
38 16,DATE
thou mayest,PERSON
38 17,DATE
38,CARDINAL
38 19,DATE
38 20,DATE
Judah,PERSON
Adullamite,PERSON
38 21,DATE
38 22,DATE
Judah,GPE
38 23,DATE
Judah,PERSON
38 24,DATE
about three months,DATE
Judah,PERSON
Tamar,PERSON
Judah,PERSON
38 25,DATE
38 26,DATE
Judah,PERSON
Shelah,ORG
38 27,DATE
38 28,DATE
first,ORDINAL
38 29,DATE
Pharez,PERSON
38 30,DATE
Zarah,PERSON
39 1,DATE
Joseph,PERSON
Egypt,GPE
Potiphar,PERSON
Pharaoh,PERSON
Egyptian,NORP
Ishmeelites,ORG
39 2,DATE
Joseph  and,PERSON
Egyptian,NORP
39 3,DATE
39 4,DATE
Joseph,PERSON
39 5,DATE
Egyptian,NORP
Joseph,PERSON
39 6,DATE
Joseph,PERSON
Joseph,PERSON
39 7,DATE
Joseph  ,PERSON
39 8,DATE
39 9,DATE
39 10,DATE
Joseph,PERSON
39 11,EVENT
Joseph,PERSON
39 12,DATE
39 13,DATE
39 14,DATE
Hebrew,LANGUAGE
39 15,DATE
39 16,DATE
39 17,DATE
Hebrew,LANGUAGE
39 18,DATE
39 19,DATE
39 20,DATE
Joseph,PERSON
39 21,DATE
Joseph  and,PERSON
39 22,DATE
Joseph,PERSON
39 23,CARDINAL
40 1,DATE
Egypt,GPE
Egypt,GPE
40 2,DATE
Pharaoh,PERSON
two,CARDINAL
40 3,DATE
Joseph,PERSON
40 4,DATE
Joseph,PERSON
40 5,DATE
one  night,TIME
Egypt,GPE
40 6,DATE
Joseph,PERSON
morning,TIME
40 7,DATE
Pharaoh,PERSON
Joseph,PERSON
40 9,DATE
Joseph  and,PERSON
40 10,DATE
three,CARDINAL
40 11,DATE
Pharaoh,PERSON
Pharaoh,PERSON
Pharaoh,PERSON
40 12,DATE
Joseph,PERSON
three,CARDINAL
three days  ,DATE
three days,DATE
Pharaoh,PERSON
Pharaoh,PERSON
40 14,DATE
shew  kindness,PERSON
Pharaoh,PERSON
40 15,CARDINAL
Hebrews,ORG
40 16,DATE
Joseph  I,PERSON
three,CARDINAL
40 17,DATE
bakemeats,PERSON
Pharaoh,PERSON
40 18,DATE
Joseph,PERSON
three,CARDINAL
three days  ,DATE
three days,DATE
Pharaoh,PERSON
40 20,DATE
third,ORDINAL
Pharaoh,PERSON
40 21,DATE
Pharaoh,PERSON
40 22,DATE
baker  ,PERSON
Joseph,PERSON
40 23,DATE
Joseph  ,PERSON
41 1,DATE
two full years,DATE
Pharaoh,PERSON
41 2,CARDINAL
seven,CARDINAL
41 3,DATE
seven,CARDINAL
41 4,DATE
leanfleshed kine,PERSON
seven,CARDINAL
Pharaoh,PERSON
41 5,DATE
second,ORDINAL
seven,CARDINAL
one,CARDINAL
41 6,DATE
seven,CARDINAL
41 7,DATE
seven,CARDINAL
seven,CARDINAL
Pharaoh,PERSON
41 8,DATE
the morning,TIME
Egypt,GPE
Pharaoh,PERSON
Pharaoh,PERSON
41 9,DATE
Pharaoh,PERSON
Pharaoh,PERSON
41 11,CARDINAL
one night,TIME
41 12,DATE
Hebrew,LANGUAGE
41 13,DATE
41 14,DATE
Pharaoh,PERSON
Joseph  ,PERSON
Pharaoh,PERSON
41 15,DATE
Pharaoh,PERSON
Joseph  I,PERSON
41 16,DATE
Joseph,PERSON
Pharaoh,PERSON
Pharaoh,PERSON
41 17,DATE
Pharaoh,PERSON
Joseph  In,PERSON
41 18,CARDINAL
seven,CARDINAL
fed,ORG
41 19,DATE
seven,CARDINAL
Egypt,GPE
41 20,DATE
first,ORDINAL
seven,CARDINAL
41 21,DATE
41 22,DATE
seven,CARDINAL
one,CARDINAL
41 23,CARDINAL
seven,CARDINAL
41 24,DATE
seven,CARDINAL
41 25,DATE
Joseph,PERSON
Pharaoh,PERSON
Pharaoh,PERSON
one,CARDINAL
Pharaoh,PERSON
41 26,TIME
seven,CARDINAL
seven years,DATE
seven,CARDINAL
seven years,DATE
one,CARDINAL
41 27,DATE
seven,CARDINAL
seven years,DATE
seven,CARDINAL
seven years,DATE
41 28,DATE
Pharaoh,PERSON
Pharaoh,PERSON
41 29,DATE
seven years,DATE
Egypt,GPE
41 30,DATE
seven years,DATE
Egypt,GPE
41 31,DATE
41 32,DATE
Pharaoh,PERSON
41 33,DATE
Pharaoh,PERSON
Egypt,GPE
41,CARDINAL
Pharaoh,PERSON
fifth,ORDINAL
Egypt,GPE
seven,CARDINAL
years,DATE
41 35,DATE
those good years,DATE
Pharaoh,PERSON
41 36,DATE
seven  years,DATE
Egypt,GPE
41 37,DATE
Pharaoh,PERSON
41 38,DATE
Pharaoh,PERSON
41 39,DATE
Pharaoh,PERSON
Joseph  Forasmuch,PERSON
41,CARDINAL
41 41,DATE
Pharaoh,PERSON
Joseph  See,PERSON
Egypt,GPE
41 42,DATE
Pharaoh,PERSON
Joseph,PERSON
41 43,DATE
second,ORDINAL
Egypt,GPE
41 44,DATE
Pharaoh,PERSON
Joseph  I,PERSON
Pharaoh,PERSON
Egypt,GPE
41 45,DATE
Pharaoh,PERSON
Joseph,PERSON
Zaphnathpaaneah,PRODUCT
Asenath,PERSON
Potipherah,NORP
Joseph,PERSON
Egypt,GPE
41 46,DATE
Joseph,PERSON
thirty years old,DATE
Pharaoh,PERSON
Egypt,GPE
Joseph,PERSON
Pharaoh,PERSON
Egypt,GPE
41 47,DATE
seven,CARDINAL
41 48,DATE
seven years,DATE
Egypt,GPE
41 49,DATE
Joseph,PERSON
41 50,DATE
Joseph,PERSON
two,CARDINAL
the years,DATE
Asenath,PERSON
Potipherah,NORP
41 51,DATE
Joseph,PERSON
Manasseh,ORG
41 52,DATE
second,ORDINAL
Ephraim,PERSON
41 53,DATE
the seven years,DATE
Egypt,GPE
41 54,DATE
the seven years,DATE
Joseph  ,PERSON
Egypt,GPE
41 55,DATE
Egypt,GPE
Pharaoh,PERSON
Pharaoh,PERSON
Egyptians,NORP
Joseph,PERSON
41 56,DATE
Joseph  ,PERSON
Egyptians,NORP
Egypt,GPE
41 57,DATE
Egypt,GPE
Joseph,PERSON
42 1 Now,DATE
Jacob,PERSON
Egypt,GPE
Jacob,PERSON
one,CARDINAL
42 2,DATE
Egypt,GPE
42 3,DATE
Joseph,PERSON
ten,CARDINAL
Egypt,GPE
42 4,DATE
Benjamin  Joseph s,PERSON
Jacob,PERSON
Lest,PERSON
42 5,DATE
Israel,GPE
Canaan,GPE
42 6,DATE
Joseph,PERSON
Joseph,PERSON
earth,LOC
42 7,DATE
Joseph,PERSON
Canaan,GPE
42 8,DATE
Joseph,PERSON
42 9,DATE
Joseph,PERSON
42 10,DATE
Nay,PERSON
42 11,CARDINAL
one,CARDINAL
42 12,DATE
Nay,PERSON
42 13,DATE
twelve,CARDINAL
one,CARDINAL
Canaan,GPE
this day,DATE
42 14,DATE
Joseph,PERSON
42 15,CARDINAL
Pharaoh,PERSON
42 16,DATE
one,CARDINAL
Pharaoh,PERSON
42 17,DATE
three days,DATE
42 18,DATE
Joseph,PERSON
the third day  ,DATE
42 19,CARDINAL
one,CARDINAL
42 20,CARDINAL
42 21,DATE
42 22,DATE
Reuben,PERSON
42 23,DATE
Joseph,PERSON
42 24,DATE
Simeon,PERSON
42 25,DATE
Joseph,PERSON
42 26,DATE
42 27,DATE
42 28,DATE
42 29,CARDINAL
Jacob,PERSON
Canaan,GPE
42 30,CARDINAL
42 31,DATE
42 32,CARDINAL
twelve,CARDINAL
this day,DATE
Canaan,GPE
42 33,DATE
42,CARDINAL
42 35,DATE
42 36,DATE
Jacob,PERSON
Joseph,PERSON
Simeon,PERSON
Benjamin,PERSON
42 37,DATE
Reuben spake,PERSON
two,CARDINAL
42 38,DATE
43 1,DATE
43 2,DATE
Egypt,GPE
43 3,DATE
43 4,DATE
43 5,CARDINAL
us  Ye,PERSON
43 6,DATE
Israel,GPE
43 7,DATE
43 8,DATE
Judah,PERSON
Israel,GPE
43 9,DATE
43 10,DATE
second,ORDINAL
43 11,DATE
Israel,GPE
43 12,DATE
43,CARDINAL
43 14,DATE
Benjamin,PERSON
43 15,DATE
Benjamin  ,PERSON
Egypt,GPE
Joseph,PERSON
Joseph,PERSON
Benjamin,PERSON
noon,TIME
43 17,EVENT
Joseph bade  ,PERSON
Joseph,PERSON
43 18,DATE
Joseph s  house,PERSON
first,ORDINAL
43 19,DATE
Joseph,PERSON
43 20,DATE
first,ORDINAL
43 21,DATE
43 22,DATE
43 23,DATE
Simeon,PERSON
43 24,DATE
Joseph,PERSON
43 25,DATE
Joseph,PERSON
noon,TIME
43 26,DATE
Joseph,PERSON
43 27,DATE
43 28,DATE
43 29,DATE
Benjamin  ,PERSON
43 30,DATE
Joseph,PERSON
43 31,DATE
43 32,DATE
Egyptians,NORP
Egyptians,NORP
Hebrews,ORG
Egyptians,NORP
43 33,DATE
43 34,DATE
Benjamin,ORG
five,CARDINAL
44 1,DATE
44 2,DATE
Joseph,PERSON
44 3,DATE
the morning,TIME
44 4,DATE
Joseph,PERSON
44 5,DATE
divineth,ORG
44 6,DATE
44 7,DATE
44,CARDINAL
Canaan,GPE
44 9,DATE
44 10,DATE
44 11,DATE
44 12,DATE
Benjamin,PERSON
44 13,DATE
44 14,DATE
Judah,PERSON
Joseph,PERSON
44 15,DATE
Joseph,PERSON
44 16,DATE
Judah,PERSON
44 17,DATE
44 18,DATE
Pharaoh,PERSON
44 19,TIME
44 20,DATE
one,CARDINAL
44 21,DATE
44 22,DATE
44 23,DATE
44 24,DATE
44 25,DATE
44 26,DATE
44 27,DATE
us  Ye,PERSON
two,CARDINAL
44 28,DATE
44 29,DATE
44 30,DATE
44 31,DATE
44 32,DATE
44,CARDINAL
44 34,DATE
45 1,DATE
Joseph,PERSON
Joseph,PERSON
45 2,DATE
Egyptians,NORP
Pharaoh,PERSON
45 3,DATE
Joseph,PERSON
Joseph  ,PERSON
45 4,DATE
Joseph,PERSON
Joseph,PERSON
Egypt,GPE
45 5 Now,DATE
45 6,DATE
these two years,DATE
five years,DATE
45 7,DATE
45 8,DATE
Pharaoh,PERSON
Egypt,GPE
45 9,DATE
Joseph  God,PERSON
Egypt,GPE
45 10,DATE
Goshen,GPE
45 11,DATE
five years,DATE
45 12,DATE
Benjamin,PERSON
45 13,DATE
Egypt,GPE
45 14,DATE
Benjamin,PERSON
45 15,DATE
45 16,DATE
Pharaoh,PERSON
Joseph,PERSON
Pharaoh,PERSON
45 17,DATE
Pharaoh,PERSON
Joseph  Say,PERSON
Canaan,GPE
45 18,CARDINAL
Egypt,GPE
45 19,DATE
Egypt,GPE
45 20,DATE
Egypt,GPE
45 21,DATE
Israel,GPE
Joseph,PERSON
Pharaoh,PERSON
45 22,CARDINAL
Benjamin,PERSON
three hundred,CARDINAL
five,CARDINAL
45 23,DATE
ten,CARDINAL
Egypt,GPE
ten,CARDINAL
45 24,DATE
45 25,DATE
Egypt,GPE
Canaan,GPE
Jacob,PERSON
45 26,DATE
Joseph,PERSON
Egypt,GPE
Jacob s,PERSON
45 27,DATE
Joseph,PERSON
Joseph,PERSON
Jacob,PERSON
45 28,DATE
Israel,GPE
Joseph,PERSON
46 1,DATE
Israel,GPE
Beersheba,GPE
Isaac,PERSON
46 2,DATE
Israel,GPE
night,TIME
Jacob  Jacob,PERSON
46 3,DATE
Egypt,GPE
46 4,DATE
Egypt,GPE
Joseph,PERSON
46 5,DATE
Jacob,PERSON
Beersheba,GPE
Israel,GPE
Jacob,PERSON
Pharaoh,PERSON
46 6,DATE
Canaan,GPE
Egypt,GPE
46 7,DATE
Egypt,GPE
46 8,DATE
Israel,GPE
Egypt,GPE
Jacob,PERSON
Reuben  Jacob s,PERSON
46 9,DATE
Reuben  Hanoch,PERSON
Phallu,ORG
Hezron,ORG
Carmi,PERSON
46 10,DATE
Simeon  Jemuel,PERSON
Jamin  ,PERSON
Jachin,PERSON
Zohar,PERSON
Shaul,PERSON
Canaanitish,PERSON
46 11,DATE
Levi  Gershon  Kohath,ORG
Merari,ORG
46 12,DATE
Judah,PERSON
Onan,ORG
Shelah,ORG
Zarah,PERSON
Onan,PERSON
Canaan,GPE
Hezron,ORG
Hamul,ORG
46 13,DATE
Issachar,NORP
Tola,PERSON
Phuvah,PERSON
Shimron,ORG
46 14,DATE
Zebulun  Sered,PERSON
Elon,ORG
46 15,CARDINAL
Leah,PERSON
Jacob,PERSON
Padanaram,EVENT
thirty and,CARDINAL
three,CARDINAL
46 16,DATE
Gad  Ziphion,PERSON
Haggi  Shuni  ,PERSON
Ezbon  Eri,ORG
Arodi,ORG
Areli,ORG
46 17,DATE
Asher,PERSON
Ishuah,ORG
Beriah,ORG
Serah,PERSON
Beriah  Heber  ,ORG
46 18,DATE
Zilpah,PERSON
Laban,PERSON
Leah,PERSON
Jacob  even,PERSON
sixteen,CARDINAL
46 19,DATE
Rachel Jacob s,PERSON
Joseph  ,PERSON
Benjamin,ORG
46 20,DATE
Joseph,PERSON
Egypt,GPE
Manasseh,ORG
Ephraim,PERSON
Asenath,PERSON
Potipherah,NORP
46 21,DATE
Benjamin,PERSON
Belah,GPE
Becher,ORG
Ashbel,ORG
Gera,PERSON
Naaman,PERSON
Rosh  Muppim,PERSON
Huppim,ORG
Ard,ORG
46 22,DATE
Rachel,PERSON
Jacob  all,PERSON
fourteen,CARDINAL
46 23,DATE
Dan  Hushim,PERSON
46 24,DATE
Naphtali,PERSON
Jezer,ORG
46 25,DATE
Bilhah,PERSON
Laban,PERSON
Rachel,PERSON
Jacob,PERSON
seven,CARDINAL
46 26,DATE
Jacob,PERSON
Egypt,GPE
Jacob s,PERSON
six,CARDINAL
Joseph,PERSON
Egypt,GPE
two,CARDINAL
Jacob,PERSON
Egypt,GPE
ten,CARDINAL
46 28,DATE
Judah,PERSON
Joseph  to,PERSON
Goshen,GPE
Goshen,GPE
46 29,DATE
Joseph,PERSON
Israel,GPE
Goshen,GPE
46 30,DATE
Israel,GPE
Joseph  Now,PERSON
46 31,DATE
Joseph,PERSON
shew Pharaoh  ,PERSON
Canaan,GPE
46 32,DATE
46 33,DATE
Pharaoh,PERSON
46 34,DATE
Goshen,GPE
Egyptians,NORP
47 1,DATE
Joseph,PERSON
Pharaoh,PERSON
Canaan,GPE
Goshen,GPE
47 2,DATE
five,CARDINAL
Pharaoh,PERSON
47 3,DATE
Pharaoh,PERSON
Pharaoh,PERSON
47 4,DATE
Pharaoh,PERSON
Canaan,GPE
Goshen,GPE
47 5,DATE
Pharaoh,PERSON
Joseph  saying,PERSON
47 6,CARDINAL
Egypt,GPE
Goshen,GPE
47 7,DATE
Joseph,PERSON
Jacob,PERSON
Pharaoh,PERSON
Jacob blessed Pharaoh,PERSON
47 8,DATE
Pharaoh,PERSON
Jacob  How old,PERSON
47 9,DATE
Jacob  ,PERSON
Pharaoh,PERSON
The days of the years,DATE
an  hundred and,CARDINAL
the days of the years,DATE
the days of the years,DATE
the days,DATE
47 10,DATE
Jacob,PERSON
Pharaoh,PERSON
Pharaoh,PERSON
47 11,DATE
Joseph,PERSON
Egypt,GPE
Rameses,PERSON
Pharaoh,PERSON
47 12,DATE
Joseph,PERSON
47 13,DATE
Egypt,GPE
Canaan,GPE
47 14,DATE
Joseph,PERSON
Egypt,GPE
Canaan,GPE
Joseph,PERSON
Pharaoh,PERSON
47 15,DATE
Egypt,GPE
Canaan,GPE
Egyptians,NORP
Joseph  and,PERSON
47 16,DATE
Joseph,PERSON
47 17,DATE
Joseph  and,PERSON
Joseph,PERSON
that year,DATE
47 18,DATE
the second year,DATE
47 19,DATE
Pharaoh,PERSON
47 20,DATE
Joseph,PERSON
Egypt,GPE
Pharaoh,PERSON
Egyptians,NORP
Pharaoh,PERSON
47 21,DATE
one,CARDINAL
Egypt,GPE
47 22,TIME
Pharaoh,PERSON
Pharaoh,PERSON
47 23,DATE
Joseph,PERSON
this  day,DATE
Pharaoh  lo,PERSON
47 24,DATE
fifth,ORDINAL
Pharaoh,PERSON
four,CARDINAL
47 25,DATE
Pharaoh,PERSON
47 26,DATE
Joseph,PERSON
Egypt,GPE
this day,DATE
Pharaoh,PERSON
fifth,ORDINAL
Pharaoh,PERSON
47 27,DATE
Israel,GPE
Egypt,GPE
Goshen,GPE
47 28,DATE
Jacob,PERSON
Egypt,GPE
seventeen years  ,DATE
Jacob,PERSON
47 29,DATE
Israel,GPE
Joseph  ,PERSON
Egypt,GPE
47 30,DATE
Egypt,GPE
47 31,DATE
Israel,GPE
48 1,DATE
Joseph   Behold,PERSON
two,CARDINAL
Manasseh,ORG
Ephraim,PERSON
48 2,DATE
Jacob  and,PERSON
Joseph,PERSON
Israel,GPE
48 3,DATE
Jacob,PERSON
Joseph  God,PERSON
Canaan,GPE
48 4,DATE
48 5,DATE
two,CARDINAL
Ephraim,PERSON
Manasseh,ORG
Egypt,GPE
Egypt,GPE
Reuben,PERSON
Simeon,PERSON
48 6,DATE
thou begettest,PERSON
48 7,DATE
Padan  Rachel,PERSON
Canaan,GPE
Ephrath,NORP
Ephrath,GPE
Bethlehem,ORG
48 8,DATE
Israel,GPE
Joseph s,PERSON
48,CARDINAL
Joseph,PERSON
48 10,DATE
Israel,GPE
48 11,DATE
Israel,GPE
Joseph  I,PERSON
lo  God,PERSON
48 12,DATE
Joseph,PERSON
earth,LOC
48 13,DATE
Joseph,PERSON
Ephraim,PERSON
Israel,GPE
Manasseh,ORG
Israel,GPE
48 14,DATE
Israel,GPE
Ephraim,PERSON
Manasseh,ORG
Manasseh,ORG
48 15,DATE
Joseph  and,PERSON
Abraham,PERSON
Isaac,PERSON
this day,DATE
Angel,PERSON
Abraham,PERSON
Isaac,PERSON
earth,LOC
48 17,DATE
Joseph,PERSON
Ephraim,PERSON
Ephraim,PERSON
Manasseh,ORG
48 18,DATE
Joseph,PERSON
48 19,DATE
48 20,DATE
Israel,GPE
Ephraim,PERSON
Manasseh,ORG
Ephraim,PERSON
Manasseh,ORG
48 21,DATE
Israel,GPE
Joseph  Behold,PERSON
48 22,DATE
one,CARDINAL
49 1,DATE
Jacob,PERSON
the last  days,DATE
49,CARDINAL
Jacob,PERSON
Israel,GPE
49,CARDINAL
3,CARDINAL
Reuben  thou,PERSON
49,CARDINAL
thou wentest,PERSON
Simeon,PERSON
Levi,PERSON
49,CARDINAL
49 7,DATE
Jacob,PERSON
Israel,GPE
49,CARDINAL
8,CARDINAL
49 9 Judah,DATE
49 10,CARDINAL
Judah,GPE
Shiloh,GPE
49 11,DATE
49 12,DATE
49 13,DATE
Zidon,EVENT
49,CARDINAL
Issachar,PERSON
between two,CARDINAL
49 15,DATE
49,CARDINAL
Dan,PERSON
one,CARDINAL
Israel,GPE
49,CARDINAL
Dan,PERSON
49 18,DATE
49,CARDINAL
19,CARDINAL
Gad,PERSON
49 20,DATE
Asher,PERSON
49,CARDINAL
Naphtali,PERSON
49,CARDINAL
Joseph,PERSON
49 23,CARDINAL
49 24,DATE
Jacob,PERSON
Israel,GPE
49 25,DATE
49 26,CARDINAL
Joseph,PERSON
49 27,DATE
night,TIME
49 28,DATE
twelve,CARDINAL
Israel,GPE
49 29,DATE
Ephron,ORG
Hittite,NORP
49 30,DATE
Machpelah,ORG
Mamre,ORG
Canaan,GPE
Abraham,PERSON
Ephron,ORG
Hittite,NORP
49 31,DATE
Abraham,PERSON
Sarah,PERSON
Isaac,PERSON
Rebekah,PERSON
Leah,PERSON
49,CARDINAL
32,CARDINAL
Heth,PERSON
49 33,DATE
Jacob,PERSON
50 1,DATE
Joseph,PERSON
50 2,DATE
Joseph,PERSON
Israel,GPE
50 3 And forty days,DATE
the  days,DATE
Egyptians,NORP
threescore and,DATE
ten days,DATE
50 4,DATE
the days,DATE
Joseph spake,PERSON
Pharaoh,PERSON
Pharaoh,PERSON
50 5,CARDINAL
Lo  I,PERSON
Canaan,GPE
50 6,DATE
Pharaoh,PERSON
50 7,DATE
Joseph,PERSON
Pharaoh,PERSON
Egypt,GPE
50 8,CARDINAL
Joseph  and,PERSON
Goshen,GPE
50 9,DATE
50 10,CARDINAL
Atad,GPE
Jordan,GPE
seven days,DATE
50 11,DATE
Canaanites,NORP
Atad,GPE
Egyptians,NORP
Jordan,GPE
50 12,DATE
50,CARDINAL
Canaan,GPE
Machpelah,GPE
Abraham,PERSON
Ephron,ORG
Hittite,NORP
Mamre,ORG
50 14,DATE
Joseph,PERSON
Egypt,GPE
50 15,DATE
Joseph,PERSON
Joseph,PERSON
50 16,DATE
Joseph  saying,PERSON
50 17,DATE
Joseph,PERSON
Joseph,PERSON
50 18,DATE
50 19,DATE
Joseph,PERSON
50 20,CARDINAL
this day,DATE
50 21,DATE
50 22,DATE
Joseph dwelt,PERSON
Egypt,GPE
Joseph,PERSON
an hundred and ten years,CARDINAL
50 23,DATE
Joseph,PERSON
Ephraim,PERSON
third,ORDINAL
Manasseh,ORG
Joseph,PERSON
50 24,DATE
Joseph,PERSON
Abraham  ,PERSON
Isaac  and,PERSON
Jacob,PERSON
50 25,DATE
Joseph,PERSON
Israel,GPE
50 26,DATE
Joseph,PERSON
an hundred and ten years old,CARDINAL
Egypt,GPE
1 1,CARDINAL
Israel,GPE
Egypt,GPE
Jacob,PERSON
2,CARDINAL
Reuben  Simeon  Levi,PERSON
Judah,GPE
1 3,CARDINAL
Issachar  Zebulun,PERSON
Benjamin,ORG
Dan  ,PERSON
Naphtali  Gad,PERSON
Asher,ORG
1 5,CARDINAL
Jacob,PERSON
seventy,CARDINAL
Joseph,PERSON
Egypt,GPE
1 6,DATE
Joseph,PERSON
1 7,CARDINAL
Israel,GPE
Egypt,GPE
Joseph,PERSON
Israel,GPE
1 10,CARDINAL
1 11,CARDINAL
Pharaoh,PERSON
Pithom,GPE
Raamses,ORG
1 12,CARDINAL
Israel,GPE
1 13,CARDINAL
Egyptians,NORP
Israel,GPE
1 14,CARDINAL
1 15,CARDINAL
Egypt,GPE
Hebrew,LANGUAGE
Shiphrah,ORG
Puah  ,PERSON
1 16,CARDINAL
Hebrew,LANGUAGE
1 17,CARDINAL
Egypt,GPE
1 18,DATE
Egypt,GPE
1 19,CARDINAL
Pharaoh,PERSON
Hebrew,LANGUAGE
Egyptian,NORP
1 20,CARDINAL
1 21,CARDINAL
1 22,CARDINAL
Pharaoh,PERSON
2 1,DATE
Levi,PERSON
Levi,PERSON
2 2,DATE
three months,DATE
2 3,DATE
2 4,DATE
2 5,DATE
Pharaoh,PERSON
2 6,DATE
one,CARDINAL
2 7,DATE
Pharaoh,PERSON
Hebrew,LANGUAGE
2 8,DATE
Pharaoh,PERSON
2 9,DATE
Pharaoh,PERSON
2 10,DATE
Pharaoh,PERSON
Moses,PERSON
2 11,DATE
those days,DATE
Moses,PERSON
Egyptian,NORP
Hebrew,LANGUAGE
2 12,DATE
Egyptian,NORP
2 13,DATE
second,ORDINAL
two,CARDINAL
2 14,DATE
us  intendest thou,PERSON
Egyptian,NORP
Moses,PERSON
2 15,DATE
Pharaoh,PERSON
slay Moses,PERSON
Moses,PERSON
Pharaoh,PERSON
Midian,NORP
2 16,DATE
Midian,NORP
seven,CARDINAL
2 17,DATE
Moses,PERSON
2 18,DATE
Reuel,PERSON
Egyptian,NORP
2 20,DATE
2 21,DATE
Moses,PERSON
Moses  Zipporah,PERSON
2 22,DATE
Gershom,PERSON
2 23,CARDINAL
Egypt,GPE
Israel,GPE
2 24,DATE
Abraham  ,PERSON
Isaac  and,PERSON
Jacob,PERSON
2 25,DATE
Israel,GPE
3 1,DATE
Moses,PERSON
Jethro,PERSON
Midian,NORP
Horeb,ORG
3 2,DATE
bush,PERSON
bush,PERSON
bush,PERSON
3 3,DATE
Moses,PERSON
bush,PERSON
3 4,DATE
bush,PERSON
Moses  Moses,PERSON
3 5,DATE
3 6,DATE
Abraham,PERSON
Isaac,PERSON
Jacob  ,PERSON
Moses,PERSON
3 7,DATE
Egypt,GPE
3 8,DATE
Egyptians,NORP
Canaanites,NORP
Hittites,NORP
Amorites,NORP
Perizzites,NORP
Jebusites,ORG
3 9,DATE
Israel,GPE
Egyptians,NORP
3 10,TIME
Pharaoh,PERSON
thou  mayest,ORG
Israel,GPE
Egypt,GPE
3 11,DATE
Moses,PERSON
God  Who,PERSON
Pharaoh,PERSON
Israel,GPE
Egypt,GPE
3 12,CARDINAL
Egypt,GPE
3 13,DATE
Moses,PERSON
God  Behold,PERSON
Israel,GPE
3 14,DATE
Moses  I AM,PERSON
Israel,GPE
3 15,DATE
Moses,PERSON
Israel,GPE
Abraham,PERSON
Isaac,PERSON
Jacob  hath,PERSON
3,CARDINAL
Israel,GPE
Abraham,PERSON
